trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.75, 'e': 0.10992026936018064}",25,11,26.315568821116823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.75, 'e': 0.10926272235766692}",20,0,23.835911886129058,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.75, 'e': 0.10860910882495846}",25,8,-13.808369457555408,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.75, 'e': 0.1079594052318975}",20,9,19.804915539108233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.75, 'e': 0.10731358818908451}",20,1,29.31429033566801,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.75, 'e': 0.10667163444703623}",35,17,33.24821440787431,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.75, 'e': 0.10603352089534858}",25,8,15.797428662512589,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.75, 'e': 0.1053992245618648}",20,16,7.212026769555486,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.75, 'e': 0.10476872261184839}",25,14,20.973970648345457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.75, 'e': 0.10414199234716102}",20,8,21.343243818269613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.75, 'e': 0.10351901120544552}",25,3,25.535316040419488,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.75, 'e': 0.10289975675931347}",20,3,30.40835785946616,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.75, 'e': 0.10228420671553794}",25,10,8.480341876015528,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
381,False,"{'a': 0.75, 'e': 0.10167233891425087}",25,14,20.0316211540423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.75, 'e': 0.10106413132814535}",20,0,30.42988139633286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.75, 'e': 0.10045956206168258}",25,7,27.816047116467786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.75, 'e': 0.09985860935030368}",20,14,13.208816363295306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.75, 'e': 0.09926125155964613}",25,8,28.301540776837612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.75, 'e': 0.09866746718476495}",30,11,35.52106580112902,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.75, 'e': 0.09807723484935853}",20,12,14.64506464180097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.75, 'e': 0.09749053330499903}",20,9,19.707518084616723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.75, 'e': 0.0969073414303675}",25,11,26.3835790920672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.75, 'e': 0.09632763823049348}",20,7,22.63844953992205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.75, 'e': 0.09575140283599914}",25,14,17.854249246063105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.75, 'e': 0.09517861450234807}",20,7,24.13810234078229,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.75, 'e': 0.09460925260909839}",20,16,5.7396487896258925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.75, 'e': 0.09404329665916045}",20,15,11.197317423039047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.75, 'e': 0.09348072627805892}",25,13,19.73934615131421,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.75, 'e': 0.09292152121319934}",35,14,-8.370799658479672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
397,False,"{'a': 0.75, 'e': 0.09236566133313896}",30,7,19.851702918546593,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.75, 'e': 0.09181312662686208}",20,10,-23.861253242984283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.75, 'e': 0.09126389720305961}",25,5,11.110952726859818,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.75, 'e': 0.09071795328941296}",25,13,20.263330026744026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.75, 'e': 0.09017527523188226}",20,7,24.28690067672595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.75, 'e': 0.08963584349399886}",20,6,10.311768017334643,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.75, 'e': 0.08909963865616193}",20,16,8.205498235936696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.75, 'e': 0.08856664141493939}",20,16,8.574147446234253,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.75, 'e': 0.08803683258237299}",25,12,-20.76806484713032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.75, 'e': 0.08751019308528755}",25,11,9.952233152669383,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.75, 'e': 0.0869867039646043}",30,20,19.514107234940354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.75, 'e': 0.08646634637465835}",30,20,19.470145980355024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.75, 'e': 0.08594910158252025}",25,8,28.949133630601203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.75, 'e': 0.08543495096732165}",20,14,12.634631032291477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.75, 'e': 0.08492387601958486}",30,18,0.2198033737217664,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
412,False,"{'a': 0.75, 'e': 0.08441585834055655}",30,18,14.020590651344154,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.75, 'e': 0.08391087964154544}",20,0,28.06109597744585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.75, 'e': 0.0834089217432638}",35,13,41.54301195473531,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.75, 'e': 0.08290996657517309}",25,16,21.085033766571655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.75, 'e': 0.08241399617483339}",25,18,13.279146125971955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.75, 'e': 0.0819209926872567}",30,19,-13.573980918602613,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
418,False,"{'a': 0.75, 'e': 0.08143093836426422}",30,18,10.058386632958696,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.75, 'e': 0.08094381556384742}",20,0,33.15027567973114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.75, 'e': 0.08045960674953284}",20,7,23.502079449438156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.75, 'e': 0.0799782944897509}",20,6,27.27037491606029,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.75, 'e': 0.07949986145720826}",25,11,13.906463334070914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.75, 'e': 0.07902429042826407}",25,12,23.386900221733676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.75, 'e': 0.07855156428230994}",25,15,18.240305186887547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.75, 'e': 0.07808166600115356}",25,6,17.325266610468546,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.75, 'e': 0.07761457866840604}",20,9,5.203937492201708,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.75, 'e': 0.07715028546887297}",25,16,3.402655813673639,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.75, 'e': 0.07668876968794902}",25,15,7.18967801932207,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.75, 'e': 0.07623001471101623}",20,14,10.649653525542456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.75, 'e': 0.07577400402284588}",20,9,19.99210460528526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.75, 'e': 0.07532072120700396}",20,5,12.683320424786361,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.75, 'e': 0.07487014994526014}",25,10,-17.316766206385417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
433,False,"{'a': 0.75, 'e': 0.07442227401700034}",20,0,33.94301669581248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.75, 'e': 0.07397707729864277}",30,13,36.284924608443056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.75, 'e': 0.07353454376305747}",20,0,33.09482253503603,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.75, 'e': 0.0730946574789894}",25,14,23.090656822029633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.75, 'e': 0.0726574026104848}",30,20,7.280338325238931,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.75, 'e': 0.07222276341632118}",20,10,20.97937762439684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.75, 'e': 0.07179072424944062}",25,11,27.716310773668575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.75, 'e': 0.07136126955638644}",20,6,8.678571274861694,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.75, 'e': 0.07093438387674332}",20,10,19.970771158401565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.75, 'e': 0.07051005184258069}",25,18,0.7583587234428346,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.75, 'e': 0.07008825817789949}",25,13,25.88498466041872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.75, 'e': 0.06966898769808223}",25,13,21.495626494622144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.75, 'e': 0.06925222530934637}",25,17,14.780934885279564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.06883795600820089}",20,8,23.050961519310977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.75, 'e': 0.0684261648809062}",25,9,30.545346542764406,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.75, 'e': 0.06801683710293728}",25,20,11.171491292908362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.75, 'e': 0.06760995793844989}",25,13,12.206419869107936,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.75, 'e': 0.06720551273975016}",20,10,11.948213430600545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.75, 'e': 0.06680348694676726}",20,12,2.122747349069368,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.75, 'e': 0.06640386608652923}",30,18,22.05222969306633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.75, 'e': 0.06600663577264194}",20,7,21.497178752675723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.75, 'e': 0.0656117817047712}",25,8,7.92498332264528,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
455,False,"{'a': 0.75, 'e': 0.0652192896681279}",20,0,33.54153825654353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.75, 'e': 0.06482914553295635}",30,13,17.810656312391064,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.75, 'e': 0.06444133525402554}",20,10,18.207209458974948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.75, 'e': 0.06405584487012356}",25,4,-1.1858033669705867,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
459,False,"{'a': 0.75, 'e': 0.06367266050355493}",20,7,19.97798170499412,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.75, 'e': 0.06329176835964108}",20,12,16.6495307102048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.75, 'e': 0.0629131547262237}",30,2,30.89248041299646,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.75, 'e': 0.0625368059731711}",30,24,12.558466843413797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.75, 'e': 0.06216270855188752}",25,10,28.28739905402375,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.75, 'e': 0.061790848994825384}",20,12,15.25471381723743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.75, 'e': 0.06142121391500048}",30,12,32.58278055026807,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.75, 'e': 0.06105379000551002}",35,18,16.607434627297625,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.75, 'e': 0.06068856403905357}",20,11,14.665199616449117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.75, 'e': 0.060325522867456904}",20,16,8.711693691207136,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.75, 'e': 0.059964653421198624}",20,16,9.146187147492967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.75, 'e': 0.0596059427089397}",20,12,16.003364778834477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.75, 'e': 0.05924937781705575}",20,11,-23.11377541521033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
472,False,"{'a': 0.75, 'e': 0.05889494590917215}",25,10,20.582712903349343,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.75, 'e': 0.058542634225701946}",25,14,16.61440468021515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.75, 'e': 0.05819243008338648}",20,12,15.831454962467152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.75, 'e': 0.0578443208748388}",25,8,20.633187162430257,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.75, 'e': 0.05749829406808982}",20,11,19.000343927702847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.75, 'e': 0.05715433720613711}",25,13,21.443391150019437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.75, 'e': 0.05681243790649649}",20,12,18.70508946897465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.75, 'e': 0.05647258386075626}",20,0,11.068584767546604,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
480,False,"{'a': 0.75, 'e': 0.05613476283413406}",25,20,10.191836552842071,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.75, 'e': 0.05579896266503645}",35,15,16.823685199491074,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.75, 'e': 0.055465171264621076}",30,8,40.72709803118489,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.75, 'e': 0.055133376616361474}",25,12,27.869068591575548,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.75, 'e': 0.05480356677561447}",30,13,31.13897070956009,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.75, 'e': 0.05447572986919019}",30,16,27.339549873487975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.75, 'e': 0.054149854094924586}",20,12,15.122888581494717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.75, 'e': 0.053825927721254586}",25,13,20.505025757935197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.75, 'e': 0.05350393908679576}",25,16,16.879377150700464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.75, 'e': 0.05318387659992249}",25,8,28.251911968456238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.75, 'e': 0.05286572873835069}",20,16,8.905726079757066,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.75, 'e': 0.052549484048722964}",20,0,19.667703946732818,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
492,False,"{'a': 0.75, 'e': 0.05223513114619635}",30,17,1.9824032678831158,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
493,False,"{'a': 0.75, 'e': 0.0519226587140324}",25,16,17.57912245698578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.75, 'e': 0.051612055503189806}",20,14,12.362424403597782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.75, 'e': 0.051303310331919434}",30,13,31.178198837856193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.75, 'e': 0.05099641208536178}",20,16,8.259113989204753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.75, 'e': 0.05069134971514681}",20,3,16.967551441263893,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.75, 'e': 0.050388112238996266}",20,16,8.572081827118042,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.75, 'e': 0.05008668874032825}",25,10,27.162052042053162,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.75, 'e': 0.04978706836786425}",20,7,26.12715729572449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.75, 'e': 0.0494892403352385}",25,9,31.076508959136774,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.75, 'e': 0.04919319392060967}",25,20,5.911006426052859,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.75, 'e': 0.04889891846627485}",25,9,33.95327791152204,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.75, 'e': 0.04860640337828591}",25,11,9.245161558451114,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.75, 'e': 0.04831563812606808}",25,19,9.626176481391994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.75, 'e': 0.048026612242040884}",30,11,34.633693781439675,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.75, 'e': 0.04773931532124128}",20,10,17.954432621850064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.75, 'e': 0.0474537370209491}",25,17,13.146548475709405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.75, 'e': 0.04716986706031468}",25,19,11.344852478797593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.75, 'e': 0.046887695219988784}",20,7,21.7677517027197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.75, 'e': 0.04660721134175468}",30,8,1.7392578996856303,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.75, 'e': 0.04632840532816247}",20,14,11.439137705886173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.75, 'e': 0.04605126714216555}",20,0,33.31464200712618,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.75, 'e': 0.04577578680675928}",25,11,15.260043450189752,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.75, 'e': 0.045501954404621854}",25,0,39.1144844979028,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.75, 'e': 0.04522976007775721}",30,10,-17.34755698711379,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
517,False,"{'a': 0.75, 'e': 0.04495919402714019}",25,3,-2.2959267022256995,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.75, 'e': 0.04469024651236374}",20,7,26.781561574708604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.75, 'e': 0.04442290785128829}",20,14,10.23556507195176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.75, 'e': 0.04415716841969316}",20,0,32.1130829820378,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.75, 'e': 0.04389301865093012}",25,1,-7.316668250143893,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.75, 'e': 0.043630449035578965}",20,14,12.413038315795657,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.75, 'e': 0.043369450121105185}",25,8,22.786773028892423,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.75, 'e': 0.04311001251151967}",30,8,23.929160790079177,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.75, 'e': 0.04285212686704046}",35,15,34.36911608239826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.75, 'e': 0.0425957839037565}",20,14,-12.039368821640739,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
527,False,"{'a': 0.75, 'e': 0.04234097439329342}",20,14,11.421740952104232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.75, 'e': 0.04208768916248133}",25,9,28.656734176062912,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.75, 'e': 0.041835919093024566}",20,3,6.782069314075602,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
530,False,"{'a': 0.75, 'e': 0.04158565512117344}",30,16,27.9650514957712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.75, 'e': 0.04133688823739793}",20,8,-1.5423830964429155,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
532,False,"{'a': 0.75, 'e': 0.041089609486063355}",25,14,19.571285286741862,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.75, 'e': 0.04084380996510796}",25,13,12.807498906633024,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.75, 'e': 0.04059948082572245}",30,12,34.860409197753725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.75, 'e': 0.04035661327203141}",25,15,21.255184184997383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.75, 'e': 0.04011519856077669}",30,7,40.5928030748842,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.75, 'e': 0.0398752280010026}",20,3,-25.60300452183824,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
538,False,"{'a': 0.75, 'e': 0.03963669295374308}",35,9,36.08393123906532,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.75, 'e': 0.03939958483171066}",20,14,10.787621384831507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.75, 'e': 0.03916389509898734}",25,10,29.56985355723157,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.75, 'e': 0.03892961527071729}",20,8,21.284817533453285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.75, 'e': 0.038696736912801385}",35,17,26.72452593428349,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.75, 'e': 0.0384652516415936}",25,19,11.832950555609932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.75, 'e': 0.03823515112359916}",25,12,22.835295876014825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.75, 'e': 0.03800642707517457}",20,8,19.636095639911204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.75, 'e': 0.03777907126222939}",30,17,23.575049580252788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.75, 'e': 0.03755307549992979}",20,11,17.35312557793702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.75, 'e': 0.037328431652403925}",20,1,31.82466916277069,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.75, 'e': 0.03710513163244902}",20,15,9.453912561731302,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.75, 'e': 0.03688316740124025}",30,12,31.725555397984728,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.75, 'e': 0.036662530968041306}",25,17,15.603760402488474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.75, 'e': 0.036443214389916774}",20,9,21.77468550490643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
