trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
739,False,"{'a': 0.75, 'e': 0.01186692690305506}",20,6,26.636756791961485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.75, 'e': 0.01179593851975166}",25,17,14.08146081449972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.75, 'e': 0.011725374791508937}",25,17,14.321387604868404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.75, 'e': 0.011655233178025049}",25,9,27.119022996453662,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.75, 'e': 0.011585511154194338}",25,0,38.44981876322282,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
744,False,"{'a': 0.75, 'e': 0.011516206210016413}",30,18,21.136184367409307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.75, 'e': 0.0114473158505058}",20,10,19.953098678127883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.75, 'e': 0.011378837595602119}",20,10,14.916281852386312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.75, 'e': 0.011310768980080795}",20,13,12.049985871821788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.75, 'e': 0.011243107553464318}",30,16,22.991366899042244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.75, 'e': 0.011175850879934023}",25,12,24.84587423510632,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.75, 'e': 0.011108996538242398}",20,6,26.59629929593775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.75, 'e': 0.011042542121625924}",20,10,17.843586050354297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.75, 'e': 0.010976485237718424}",20,12,17.27576900517666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.75, 'e': 0.010910823508464944}",25,15,18.654864513008192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.75, 'e': 0.010845554570036138}",30,18,11.049851535820991,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.75, 'e': 0.010780676072743176}",20,12,13.218773349129979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.75, 'e': 0.010716185680953146}",20,15,7.593112162205659,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.75, 'e': 0.01065208107300498}",20,0,34.708219294052135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
758,False,"{'a': 0.75, 'e': 0.010588359941125869}",20,10,20.353848340112908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.75, 'e': 0.010525019991348182}",25,9,32.47023740441769,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.75, 'e': 0.010462058943426888}",30,20,18.38147431366047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.75, 'e': 0.010399474530757461}",25,17,16.2362404582617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.75, 'e': 0.010337264500294286}",20,11,-3.3788823381796416,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
763,False,"{'a': 0.75, 'e': 0.010275426612469546}",20,13,12.531297468226033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.75, 'e': 0.010213958641112603}",20,6,24.05876733987295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.75, 'e': 0.010152858373369848}",20,4,27.380344444829326,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.75, 'e': 0.010092123609625045}",20,10,-3.7918367376696245,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
767,False,"{'a': 0.75, 'e': 0.01003175216342014}",30,15,28.3676440962435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.75, 'e': 0.009971741861376547}",20,3,28.035448993423756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.75, 'e': 0.009912090543116914}",20,15,7.939136567885432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.75, 'e': 0.00985279606118734}",30,18,24.959659119641838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.75, 'e': 0.009793856280980073}",25,19,11.490102920135085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.75, 'e': 0.009735269080656658}",25,13,19.982769477907652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.75, 'e': 0.009677032351071558}",25,17,14.740326908758274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.75, 'e': 0.009619143995696217}",25,15,18.37170556013131,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.75, 'e': 0.00956160193054359}",25,0,45.46778305786174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
776,False,"{'a': 0.75, 'e': 0.009504404084093115}",30,16,23.330949461431686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.75, 'e': 0.009447548397216145}",25,13,23.619509557767405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.75, 'e': 0.009391032823101813}",25,18,14.993236316623884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.75, 'e': 0.009334855327183344}",30,21,20.12619654747996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.75, 'e': 0.00927901388706482}",20,9,19.435744071817513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.75, 'e': 0.009223506492448364}",20,8,18.370580521977747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.75, 'e': 0.009168331145061777}",25,8,19.399738449293544,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.75, 'e': 0.009113485858586592}",20,13,11.866986086794288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.75, 'e': 0.009058968658586575}",35,21,24.6974689305292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.75, 'e': 0.009004777582436636}",35,27,18.298737954674994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.75, 'e': 0.008950910679252182}",20,9,19.88672679407073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.75, 'e': 0.00889736600981888}",20,12,19.267559016609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.75, 'e': 0.008844141646522849}",20,13,11.924942070351094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.75, 'e': 0.008791235673281262}",20,6,22.962028736338755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.75, 'e': 0.008738646185473367}",25,16,17.67711384523118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.75, 'e': 0.008686371289871923}",25,8,33.14231331461161,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.75, 'e': 0.008634409104575046}",25,2,36.63227665103627,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.75, 'e': 0.008582757758938448}",25,14,18.350328279507067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.75, 'e': 0.008531415393508112}",30,15,26.561353549174743,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.75, 'e': 0.008480380159953336}",20,9,20.742148104650077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.75, 'e': 0.008429650221000201}",25,14,22.935965956826124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.75, 'e': 0.008379223750365426}",30,16,26.195026583975036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.75, 'e': 0.008329098932690621}",20,0,25.679521135276545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
799,False,"{'a': 0.75, 'e': 0.008279273963476936}",20,16,6.177422952339164,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.75, 'e': 0.0082297470490201}",35,25,16.599334953102233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.75, 'e': 0.008180516406345841}",25,13,20.9868472108577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.75, 'e': 0.008131580263145708}",20,13,13.619539289109749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.75, 'e': 0.00808293685771326}",20,10,19.2663314047278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.75, 'e': 0.008034584438880648}",25,15,19.344444733541604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.75, 'e': 0.007986521265955572}",25,14,19.771980149685803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.75, 'e': 0.007938745608658615}",25,14,22.59925926145681,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.75, 'e': 0.007891255747060956}",20,9,20.116130384001117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.75, 'e': 0.007844049971522448}",25,11,28.378204321229525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.75, 'e': 0.007797126582630073}",25,6,32.53200368378632,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.75, 'e': 0.007750483891136763}",30,22,12.76504452916681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.75, 'e': 0.007704120217900587}",30,15,29.184656813025285,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.75, 'e': 0.007658033893824302}",30,14,34.660453023055474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.75, 'e': 0.007612223259795263}",25,7,34.00613850691673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.75, 'e': 0.007566686666625698}",25,18,14.232287235402689,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.75, 'e': 0.007521422474993334}",25,14,24.85536830999192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.75, 'e': 0.007476429055382385}",25,20,9.106984402103537,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.75, 'e': 0.007431704788024885}",20,10,21.987995293790043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.75, 'e': 0.007387248062842379}",25,7,36.53197280721431,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.75, 'e': 0.007343057279387959}",20,13,14.5173944160525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.75, 'e': 0.007299130846788648}",20,16,9.388702600553964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.75, 'e': 0.007255467183688129}",30,1,45.711497794525236,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.75, 'e': 0.007212064718189813}",30,13,28.68282769098015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.75, 'e': 0.007168921887800256}",20,8,22.214924865149104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.75, 'e': 0.007126037139372905}",20,16,8.479495309443177,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.75, 'e': 0.0070834089290521835}",30,15,27.971773009983643,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.75, 'e': 0.007041035722217918}",25,11,25.505021767856654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.75, 'e': 0.006998915993430084}",20,12,14.580419296171002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.75, 'e': 0.006957048226373898}",20,12,12.82915834299511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.75, 'e': 0.0069154309138052235}",25,12,20.703813783905442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.75, 'e': 0.006874062557496313}",20,8,19.203112098089147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.75, 'e': 0.006832941668181873}",25,11,25.797997571457145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.75, 'e': 0.006792066765505446}",30,16,30.837722572284026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.75, 'e': 0.006751436377966121}",20,10,19.619253912503403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.75, 'e': 0.0067110490428655585}",25,15,18.902459216516878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.75, 'e': 0.006670903306255333}",25,18,13.282500854029543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.75, 'e': 0.006630997722884592}",20,4,28.908409836304354,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.75, 'e': 0.006591330856148023}",30,16,27.551284093412264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.75, 'e': 0.006551901278034141}",25,18,14.182999880577839,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.75, 'e': 0.006512707569073873}",20,0,39.188145546204964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
840,False,"{'a': 0.75, 'e': 0.006473748318289465}",20,3,30.048859138490307,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.75, 'e': 0.006435022123143681}",20,13,17.22177426595771,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.75, 'e': 0.006396527589489314}",20,14,8.495737491606224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.75, 'e': 0.006358263331518994}",30,13,30.24301955962783,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.75, 'e': 0.006320227971715302}",25,11,25.955504044549244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.75, 'e': 0.0062824201408011775}",20,11,18.019465436318942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.75, 'e': 0.006244838477690624}",25,20,11.018167277255806,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.75, 'e': 0.00620748162943971}",30,15,24.77744665060056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.75, 'e': 0.0061703482511978654}",20,12,13.212266733548521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.75, 'e': 0.006133437006159462}",20,2,29.42429548722596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.75, 'e': 0.0060967465655156925}",30,18,11.59684093190289,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.75, 'e': 0.006060275608406731}",30,17,29.14409340131874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.75, 'e': 0.006024022821874183}",20,11,17.18779887087576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.75, 'e': 0.0059879869008138175}",25,8,34.41615972911193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.75, 'e': 0.0059521665479285845}",20,6,21.495006367541528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.75, 'e': 0.005916560473681912}",25,16,15.446367254244041,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.75, 'e': 0.0058811673962512806}",25,6,30.033923248849845,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.75, 'e': 0.005845986041482082}",25,18,15.342650575724015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.75, 'e': 0.005811015142841743}",20,10,18.415454430710177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.75, 'e': 0.005776253441374137}",20,5,24.112564159958254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.75, 'e': 0.005741699685654257}",20,10,17.17412670343993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.75, 'e': 0.0057073526317431645}",20,3,33.69192462399446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.75, 'e': 0.0056732110431432095}",30,17,3.3517943328342943,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
863,False,"{'a': 0.75, 'e': 0.005639273690753515}",20,10,18.767594224673378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.75, 'e': 0.005605539352825731}",25,15,18.842397353314812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.75, 'e': 0.005572006814920047}",25,20,10.724734060577235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.75, 'e': 0.0055386748698614775}",20,9,17.709117993498605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.75, 'e': 0.005505542317696401}",20,3,31.34878113223746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.75, 'e': 0.005472607965649361}",20,11,-7.30674780391111,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
869,False,"{'a': 0.75, 'e': 0.005439870628080126}",20,16,7.639324749419638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.75, 'e': 0.005407329126441009}",30,18,22.707285787604924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.75, 'e': 0.005374982289234436}",30,13,31.303938164442727,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.75, 'e': 0.005342828951970775}",30,17,28.103747443844835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.75, 'e': 0.005310867957126411}",25,8,29.556829087664816,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.75, 'e': 0.005279098154102077}",20,8,19.68493003426905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.75, 'e': 0.005247518399181434}",25,20,10.428748767122874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.75, 'e': 0.005216127555489895}",20,0,34.744617866488056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
877,False,"{'a': 0.75, 'e': 0.005184924492953696}",35,16,34.29250033754636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.75, 'e': 0.0051539080882592155}",20,8,25.719803540935395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.75, 'e': 0.005123077224812535}",25,15,15.71967263441562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.75, 'e': 0.005092430792699241}",20,12,17.23126560140139,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.75, 'e': 0.005061967688644467}",20,14,12.424316453473626,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.75, 'e': 0.0050316868159731775}",30,22,16.05521395058447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.75, 'e': 0.0050015870845706864}",35,18,36.12926871870638,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.75, 'e': 0.004971667410843411}",25,8,32.26681204920763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,12,36.39478944242453,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",30,19,23.794633447553487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,9,19.423765577924016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,13,23.742166463123723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,7,18.531471373728674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",35,21,25.801108547753508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,16,10.117822331771299,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,8,21.873087347980064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,8,20.8290038910987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,6,26.775203440383297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,15,10.555535687982303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",30,19,21.010498572556244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,11,27.50427410032637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,6,28.26487030703989,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,16,8.597174768515469,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,13,19.999108195664682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,12,15.54102403118447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,16,7.463073665596828,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,18,19.366779154462037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,9,22.48052588241896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,6,21.64678871382269,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",20,11,15.005786330001104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",35,8,43.62787388459946,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",30,15,27.478759891315992,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,5,24.70800462922094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,14,19.491619531536777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",30,20,18.276600722767686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",20,11,16.30600311704967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",25,15,17.829078684045708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",30,23,12.96223724868977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
